,QuestionerId,QuotesId_x,qFormId,EsourceId,CChannel,CSource,CTerm,CName,CMethod,CContent,ppckw,adid,adtest,SiteId,Cepage,gclid,RequestedLoanTypeId,RuloVariation,AcceptedTerms,ZipCode,State,PropertyZipCode,PropertyState,PropertyCity,FormType,NumberSupplied,Veteran,Valoan,EstimatedCreditScore,BankruptcyForeClosureCheck,PropertyTypeId,PropertyUse,EstimatedPropertyValue,CurrentMortgageBalance,LoanAmountRequested,AdditionalCashRequired,DateCreated,SecondMortBalanceCheck,SecondMortBalance,FiveNineCallStatus,UpdatedOn,pqid,IsDeviceTypeMobile,IsGraded,PulledBandValue,EstimatedCreditScoreBandId,DeviceType,UserIntentQuestion,FiveNineContactUs,FiveNineCallPost,FiveNineHereToHelp,FiveNineCallCenterPull,OffersSeenBy,ICode,Product,ProductType,DownPayment,ResponseCode,Source,QuotesId_y,OfferId,Status,TopicCreatedOn,LeadType
10,3e0dad54-4859-44e2-9ab7-9cf46778a568,e117a514-2875-4f74-bd04-06100ffca3b6,3e0dad54-4859-44e2-9ab7-9cf46778a568,520290.0,offline,,,,,,,,,,,,2,r2,,,,55443,MN,Minneapolis,,,No,,3.0,no,1,OWNEROCCUPIED,180000,115000,115000.0,0.0,1/1/2018 22:54,no,0,SUCCESS,Jan  1 2018 11:24PM,,,,,,,,,,,,,,,,,,,e117a514-2875-4f74-bd04-06100ffca3b6,f029213b-3cb7-4f1d-a2e4-f88c6a43996f,2.0,2018-01-01 22:59:54 GMT,
11,3c78acd8-94fb-4725-af76-0bb18ffa5533,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,3c78acd8-94fb-4725-af76-0bb18ffa5533,6131666.0,seo,google,,,,,,,,,,,2,r2,,,,48813,MI,Charlotte,,,No,,3.0,no,1,OWNEROCCUPIED,375000,135000,135000.0,0.0,1/2/2018 13:42,no,0,SUCCESS,Jan  2 2018  2:24PM,,,,,,,,,,,,,,,,,,,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,f56ffa80-d437-4d72-a3e5-e5723b2f5ee7,2.0,2018-01-02 13:51:34 GMT,
12,3c78acd8-94fb-4725-af76-0bb18ffa5533,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,3c78acd8-94fb-4725-af76-0bb18ffa5533,6131666.0,seo,google,,,,,,,,,,,2,r2,,,,48813,MI,Charlotte,,,No,,3.0,no,1,OWNEROCCUPIED,375000,135000,135000.0,0.0,1/2/2018 13:42,no,0,SUCCESS,Jan  2 2018  2:24PM,,,,,,,,,,,,,,,,,,,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,d9a5d099-c438-43c3-b514-dd9682d27945,2.0,2018-01-02 13:51:35 GMT,
13,3c78acd8-94fb-4725-af76-0bb18ffa5533,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,3c78acd8-94fb-4725-af76-0bb18ffa5533,6131666.0,seo,google,,,,,,,,,,,2,r2,,,,48813,MI,Charlotte,,,No,,3.0,no,1,OWNEROCCUPIED,375000,135000,135000.0,0.0,1/2/2018 13:42,no,0,SUCCESS,Jan  2 2018  2:24PM,,,,,,,,,,,,,,,,,,,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,8883063f-2815-4017-9d8d-b4b865aca94f,2.0,2018-01-02 13:51:37 GMT,
14,3c78acd8-94fb-4725-af76-0bb18ffa5533,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,3c78acd8-94fb-4725-af76-0bb18ffa5533,6131666.0,seo,google,,,,,,,,,,,2,r2,,,,48813,MI,Charlotte,,,No,,3.0,no,1,OWNEROCCUPIED,375000,135000,135000.0,0.0,1/2/2018 13:42,no,0,SUCCESS,Jan  2 2018  2:24PM,,,,,,,,,,,,,,,,,,,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,ad177dd8-1e4a-43d7-aace-133df6cff534,2.0,2018-01-02 13:51:37 GMT,
15,3c78acd8-94fb-4725-af76-0bb18ffa5533,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,3c78acd8-94fb-4725-af76-0bb18ffa5533,6131666.0,seo,google,,,,,,,,,,,2,r2,,,,48813,MI,Charlotte,,,No,,3.0,no,1,OWNEROCCUPIED,375000,135000,135000.0,0.0,1/2/2018 13:42,no,0,SUCCESS,Jan  2 2018  2:24PM,,,,,,,,,,,,,,,,,,,6a3634b9-f1c1-4e4d-8a86-3b578a99b083,1a73c1ea-c16f-4c18-9f8a-2a9eb16a996a,2.0,2018-01-02 13:51:39 GMT,
16,d07c02f5-d4cd-4d0a-a67e-29493feac14f,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,65000,110000.0,20000.0,1/2/2018 13:53,no,0,SUCCESS,Jan  2 2018  2:12PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d4e55be8-24a7-4374-a11e-070cdc19afb7,2.0,2018-01-02 13:59:00 GMT,
17,d07c02f5-d4cd-4d0a-a67e-29493feac14f,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,65000,110000.0,20000.0,1/2/2018 13:53,no,0,SUCCESS,Jan  2 2018  2:12PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,570aa357-d127-4a9b-95d0-209814c0474e,2.0,2018-01-02 13:59:05 GMT,
18,d07c02f5-d4cd-4d0a-a67e-29493feac14f,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,65000,110000.0,20000.0,1/2/2018 13:53,no,0,SUCCESS,Jan  2 2018  2:12PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d660397e-063b-4db5-a5db-b091282d22c6,2.0,2018-01-02 13:59:10 GMT,
19,d07c02f5-d4cd-4d0a-a67e-29493feac14f,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,65000,110000.0,20000.0,1/2/2018 13:53,no,0,SUCCESS,Jan  2 2018  2:12PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,68cabd25-4368-42a8-8f47-7de94ea6f29d,2.0,2018-01-02 13:59:13 GMT,
20,d07c02f5-d4cd-4d0a-a67e-29493feac14f,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,65000,110000.0,20000.0,1/2/2018 13:53,no,0,SUCCESS,Jan  2 2018  2:12PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,a4a3e53d-4369-4564-9886-166f12c43e02,2.0,2018-01-02 13:59:30 GMT,
21,d07c02f5-d4cd-4d0a-a67e-29493feac14f,fbf4cf87-e272-4289-aba0-49a7f5f20623,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,90000,110000.0,20000.0,1/2/2018 13:53,no,0,,Jan  2 2018  2:06PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d4e55be8-24a7-4374-a11e-070cdc19afb7,2.0,2018-01-02 13:59:00 GMT,
22,d07c02f5-d4cd-4d0a-a67e-29493feac14f,fbf4cf87-e272-4289-aba0-49a7f5f20623,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,90000,110000.0,20000.0,1/2/2018 13:53,no,0,,Jan  2 2018  2:06PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,570aa357-d127-4a9b-95d0-209814c0474e,2.0,2018-01-02 13:59:05 GMT,
23,d07c02f5-d4cd-4d0a-a67e-29493feac14f,fbf4cf87-e272-4289-aba0-49a7f5f20623,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,90000,110000.0,20000.0,1/2/2018 13:53,no,0,,Jan  2 2018  2:06PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,d660397e-063b-4db5-a5db-b091282d22c6,2.0,2018-01-02 13:59:10 GMT,
24,d07c02f5-d4cd-4d0a-a67e-29493feac14f,fbf4cf87-e272-4289-aba0-49a7f5f20623,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,90000,110000.0,20000.0,1/2/2018 13:53,no,0,,Jan  2 2018  2:06PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,68cabd25-4368-42a8-8f47-7de94ea6f29d,2.0,2018-01-02 13:59:13 GMT,
25,d07c02f5-d4cd-4d0a-a67e-29493feac14f,fbf4cf87-e272-4289-aba0-49a7f5f20623,d07c02f5-d4cd-4d0a-a67e-29493feac14f,520290.0,offline,,,,,,,,,,,,2,r2,,,,94559,CA,Napa,,,No,,3.0,no,1,OWNEROCCUPIED,275000,90000,110000.0,20000.0,1/2/2018 13:53,no,0,,Jan  2 2018  2:06PM,,,,,,,,,,,,,,,,,,,de58f13b-216d-4be8-a2b7-d756fdbff6f8,a4a3e53d-4369-4564-9886-166f12c43e02,2.0,2018-01-02 13:59:30 GMT,
26,91bcb0b5-4378-499b-9927-fff33f32450e,57fa0b50-855e-426f-8aae-0b90122217cd,91bcb0b5-4378-499b-9927-fff33f32450e,6250866.0,perf,1,94590441,medrefi1PRI,display,"terms,fb39e829-87dc-4cb2-8c7f-ffe660c17e52",,,,deccompare,,,2,r2,,,,66207,KS,Overland Park,,,No,,3.0,no,1,OWNEROCCUPIED,300000,60000,95000.0,0.0,1/2/2018 15:52,yes,35000,SUCCESS,Jan  2 2018  4:24PM,,,,,,,,,,,,,,,,,,,57fa0b50-855e-426f-8aae-0b90122217cd,174f9af8-a1d4-4615-b797-7633ac2ab864,2.0,2018-01-02 15:57:36 GMT,
27,1412f7f4-229d-4d41-baa9-56d2ea9ef738,fe317c3e-0e3d-4215-bda0-c0978b93fb2b,1412f7f4-229d-4d41-baa9-56d2ea9ef738,6250866.0,perf,1,94592033,medrefi1PRI,display,"terms,a1b43f06-89fa-4577-91d0-8db8633489a3",,,,mortgageholiday3,,,2,r2,,,,33323,FL,Fort Lauderdale,,,No,,3.0,bankruptcy,1,OWNEROCCUPIED,375000,200000,200000.0,0.0,1/2/2018 16:05,no,0,SUCCESS,Jan  2 2018  4:54PM,,,,,,,,,,,,,,,,,,,fe317c3e-0e3d-4215-bda0-c0978b93fb2b,a193b7c5-1375-4b61-be54-20c9b59aedb3,2.0,2018-01-02 16:11:57 GMT,
28,1412f7f4-229d-4d41-baa9-56d2ea9ef738,fe317c3e-0e3d-4215-bda0-c0978b93fb2b,1412f7f4-229d-4d41-baa9-56d2ea9ef738,6250866.0,perf,1,94592033,medrefi1PRI,display,"terms,a1b43f06-89fa-4577-91d0-8db8633489a3",,,,mortgageholiday3,,,2,r2,,,,33323,FL,Fort Lauderdale,,,No,,3.0,bankruptcy,1,OWNEROCCUPIED,375000,200000,200000.0,0.0,1/2/2018 16:05,no,0,SUCCESS,Jan  2 2018  4:54PM,,,,,,,,,,,,,,,,,,,fe317c3e-0e3d-4215-bda0-c0978b93fb2b,eead3f0f-cbd7-4e6c-bba7-435e24ac3ae9,2.0,2018-01-02 16:12:06 GMT,
29,1412f7f4-229d-4d41-baa9-56d2ea9ef738,fe317c3e-0e3d-4215-bda0-c0978b93fb2b,1412f7f4-229d-4d41-baa9-56d2ea9ef738,6250866.0,perf,1,94592033,medrefi1PRI,display,"terms,a1b43f06-89fa-4577-91d0-8db8633489a3",,,,mortgageholiday3,,,2,r2,,,,33323,FL,Fort Lauderdale,,,No,,3.0,bankruptcy,1,OWNEROCCUPIED,375000,200000,200000.0,0.0,1/2/2018 16:05,no,0,SUCCESS,Jan  2 2018  4:54PM,,,,,,,,,,,,,,,,,,,fe317c3e-0e3d-4215-bda0-c0978b93fb2b,4c48b585-2abc-45ff-ab3a-9c2f86313f0a,2.0,2018-01-02 16:12:16 GMT,
30,e62e0253-3af7-477c-8212-f3716ec0488b,33e02ab9-2aea-434b-949e-ea951daf265b,e62e0253-3af7-477c-8212-f3716ec0488b,6131666.0,seo,,,,,,,,,,,,2,r2,,,,76210,TX,Denton,,,Yes,,5.0,no,1,OWNEROCCUPIED,225000,100000,135000.0,35000.0,1/2/2018 17:17,no,0,,Jan  2 2018  5:21PM,,,,,,,,,,,,,,,,,,,33e02ab9-2aea-434b-949e-ea951daf265b,b588a841-2098-4015-91bb-8df962269348,1.0,2018-01-02 17:22:51 GMT,
31,e62e0253-3af7-477c-8212-f3716ec0488b,33e02ab9-2aea-434b-949e-ea951daf265b,e62e0253-3af7-477c-8212-f3716ec0488b,6131666.0,seo,,,,,,,,,,,,2,r2,,,,76210,TX,Denton,,,Yes,,5.0,no,1,OWNEROCCUPIED,225000,100000,135000.0,35000.0,1/2/2018 17:17,no,0,,Jan  2 2018  5:21PM,,,,,,,,,,,,,,,,,,,33e02ab9-2aea-434b-949e-ea951daf265b,8eae854d-b2a8-4384-bbad-01959d641d0c,1.0,2018-01-02 17:24:10 GMT,
32,e62e0253-3af7-477c-8212-f3716ec0488b,e510ce80-f471-40ac-8c62-449d8c54ee29,e62e0253-3af7-477c-8212-f3716ec0488b,6131666.0,seo,,,,,,,,,,,,2,r2,,,,76210,TX,Denton,,,Yes,,5.0,no,1,OWNEROCCUPIED,225000,60000,135000.0,35000.0,1/2/2018 17:17,no,0,SUCCESS,Jan  2 2018  5:54PM,,,,,,,,,,,,,,,,,,,33e02ab9-2aea-434b-949e-ea951daf265b,b588a841-2098-4015-91bb-8df962269348,1.0,2018-01-02 17:22:51 GMT,
33,e62e0253-3af7-477c-8212-f3716ec0488b,e510ce80-f471-40ac-8c62-449d8c54ee29,e62e0253-3af7-477c-8212-f3716ec0488b,6131666.0,seo,,,,,,,,,,,,2,r2,,,,76210,TX,Denton,,,Yes,,5.0,no,1,OWNEROCCUPIED,225000,60000,135000.0,35000.0,1/2/2018 17:17,no,0,SUCCESS,Jan  2 2018  5:54PM,,,,,,,,,,,,,,,,,,,33e02ab9-2aea-434b-949e-ea951daf265b,8eae854d-b2a8-4384-bbad-01959d641d0c,1.0,2018-01-02 17:24:10 GMT,
34,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,2d2777da-6595-4eca-84b1-4da83695a850,2.0,2018-01-02 17:59:05 GMT,
35,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,98153b33-12e5-4892-9457-21486d60f919,2.0,2018-01-02 17:59:13 GMT,
36,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,6256e8c5-7f1b-42c2-aeff-e9309c61df52,2.0,2018-01-02 17:59:28 GMT,
37,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,18e2c0fd-b212-49e7-aa00-b84c3335c910,2.0,2018-01-02 17:59:32 GMT,
38,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,3ef400b8-c2df-48fe-af46-29b1a16b2f6f,2.0,2018-01-02 17:59:38 GMT,
39,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,0081079d-5682-4b8e-b7f9-7d27e1e2fc58,2.0,2018-01-02 18:00:01 GMT,
40,ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,ec7f2aae-346b-443c-b682-8d8c765ac7dd,520290.0,offline,,,,,,,,,,,,2,r2,,,,85323,AZ,Avondale,,,No,,3.0,no,1,OWNEROCCUPIED,225000,135000,175000.0,0.0,1/2/2018 17:38,yes,40000,SUCCESS,Jan  2 2018  5:57PM,,,,,,,,,,,,,,,,,,,5076db75-680d-404d-b3b3-7425d97239b6,a646b06f-ce81-4b59-9931-7fa43e6290e3,2.0,2018-01-02 18:00:28 GMT,
